"","id","neighbourhood","price","latitude","longitude","currency"
"1047",41855948,"Barcelona",23,41.371,2.16232,"$"
"1048",41883681,"Barcelona",41,41.43169,2.16757,"$"
"1049",41902759,"Barcelona",13,41.39265,2.18969,"$"
"1050",41921125,"Barcelona",35,41.37941,2.16225,"$"
"1051",41942714,"Barcelona",13,41.39292,2.1899,"$"
"1052",41972419,"Barcelona",27,41.43624,2.20447,"$"
"1053",41975871,"Barcelona",36,41.38545,2.16967,"$"
"1054",41977989,"Barcelona",39,41.40081,2.14863,"$"
"1055",42004897,"Barcelona",40,41.39654,2.14247,"$"
"1056",42033837,"Barcelona",36,41.40446,2.20286,"$"
"1057",42043139,"Barcelona",40,41.42947,2.16485,"$"
"1058",42090569,"Barcelona",43,41.40336,2.15295,"$"
"1059",42097362,"Barcelona",29,41.38294,2.17748,"$"
"1060",42107596,"Barcelona",30,41.38659,2.15743,"$"
"1061",42115605,"Barcelona",41,41.43172,2.16694,"$"
"1062",42164369,"Barcelona",36,41.40702,2.16478,"$"
"1063",42199331,"Barcelona",29,41.37897,2.16871,"$"
"1064",42200950,"Barcelona",45,41.41706,2.17311,"$"
"1065",42226195,"Barcelona",40,41.37144,2.12792,"$"
"1066",42322753,"Barcelona",31,41.39324,2.18943,"$"
"1067",42352162,"Barcelona",27,41.38183,2.16803,"$"
"1068",42360088,"Barcelona",24,41.37988,2.16814,"$"
"1069",42393950,"Barcelona",15,41.38139,2.16598,"$"
"1070",42394972,"Barcelona",40,41.39796,2.18941,"$"
"1071",42396696,"Barcelona",40,41.39832,2.18751,"$"
"1072",42404270,"Barcelona",29,41.39467,2.19655,"$"
"1073",42462479,"Barcelona",31,41.39794,2.15912,"$"
"1074",42463608,"Barcelona",20,41.38032,2.16522,"$"
"1075",42465129,"Barcelona",45,41.37948,2.13727,"$"
"1076",42471182,"Barcelona",45,41.372669,2.160769,"$"
"1077",42487026,"Barcelona",35,41.40129,2.18443,"$"
"1078",42506203,"Barcelona",31,41.40034,2.17647,"$"
"1079",42516529,"Barcelona",26,41.39526,2.19458,"$"
"1080",42557991,"Barcelona",45,41.38072,2.16492,"$"
"1081",42576172,"Barcelona",40,41.37291,2.14822,"$"
"1082",42576460,"Barcelona",40,41.37274,2.14791,"$"
"1083",42576596,"Barcelona",30,41.37469,2.14702,"$"
"1084",42615183,"Barcelona",29,41.38093,2.14905,"$"
"1085",42618926,"Barcelona",40,41.37998,2.17323,"$"
"1086",42619736,"Barcelona",37,41.38045,2.17189,"$"
"1087",42621688,"Barcelona",45,41.41265,2.16583,"$"
"1088",42621806,"Barcelona",45,41.41285,2.1652,"$"
"1089",42652229,"Barcelona",23,41.42208,2.15096,"$"
"1090",42653096,"Barcelona",45,41.41334,2.1641,"$"
"1091",42667138,"Barcelona",20,41.37859,2.16931,"$"
"1092",42676337,"Barcelona",40,41.39929,2.17621,"$"
"1093",42698394,"Barcelona",22,41.41245,2.14507,"$"
"1094",42733381,"Barcelona",30,41.40539,2.21515,"$"
"1095",42741928,"Barcelona",30,41.38347,2.16519,"$"
"1096",42760044,"Barcelona",29,41.37155,2.15621,"$"
"1097",42844984,"Barcelona",33,41.37717,2.16126,"$"
"1098",42862686,"Barcelona",37,41.40096,2.17461,"$"
"1099",42862794,"Barcelona",31,41.40055,2.17624,"$"
"1100",42862898,"Barcelona",30,41.40025,2.17629,"$"
"1101",42962519,"Barcelona",30,41.38096,2.17947,"$"
"1102",42962557,"Barcelona",40,41.3826,2.17901,"$"
"1103",42962582,"Barcelona",39,41.38072,2.17814,"$"
"1104",42962672,"Barcelona",49,41.382,2.17751,"$"
"1105",43138008,"Barcelona",28,41.38116,2.17739,"$"
"1106",43386148,"Barcelona",45,41.38462,2.18022,"$"
"1107",43423133,"Barcelona",25,41.39188,2.17801,"$"
"1108",43447138,"Barcelona",29,41.38048,2.13133,"$"
"1109",43496825,"Barcelona",22,41.37091,2.14477,"$"
"1110",43532627,"Barcelona",40,41.4031,2.18412,"$"
"1111",43549752,"Barcelona",25,41.38305,2.1742,"$"
"1112",43651336,"Barcelona",45,41.38438,2.18323,"$"
"1113",43714016,"Barcelona",41,41.38335,2.1463,"$"
"1114",43728844,"Barcelona",40,41.38646,2.14965,"$"
"1115",43729030,"Barcelona",41,41.38643,2.1485,"$"
"1116",43760257,"Barcelona",38,41.38311,2.178,"$"
"1117",43775603,"Barcelona",42,41.37353,2.14258,"$"
"1118",43823814,"Barcelona",48,41.41707,2.16797,"$"
"1119",43826994,"Barcelona",35,41.38405,2.18295,"$"
"1120",43827048,"Barcelona",25,41.37806,2.1787,"$"
"1121",43879434,"Barcelona",35,41.41069,2.17797,"$"
"1122",43904526,"Barcelona",21,41.4298,2.17976,"$"
"1123",43940245,"Barcelona",40,41.38108,2.16444,"$"
"1124",43971523,"Barcelona",40,41.36059,2.13935,"$"
"1125",44012068,"Barcelona",49,41.3724,2.15927,"$"
"1126",44016271,"Barcelona",50,41.3797,2.16892,"$"
"1127",44029235,"Barcelona",35,41.37964,2.14721,"$"
"1128",44030470,"Barcelona",34,41.38198,2.17917,"$"
"1129",44060722,"Barcelona",49,41.37274,2.15736,"$"
"1130",44074982,"Barcelona",25,41.44058,2.18922,"$"
"1131",44095758,"Barcelona",40,41.41117,2.17475,"$"
"1132",44148515,"Barcelona",37,41.3841,2.16213,"$"
"1133",44161887,"Barcelona",44,41.38257,2.1752,"$"
"1134",44162956,"Barcelona",48,41.38071,2.17484,"$"
"1135",44223081,"Barcelona",48,41.37734,2.15835,"$"
"1136",44232354,"Barcelona",39,41.38621,2.13618,"$"
"1137",44236572,"Barcelona",39,41.37724,2.15673,"$"
"1138",44250256,"Barcelona",21,41.43158,2.17192,"$"
"1139",44250545,"Barcelona",33,41.41694,2.18649,"$"
"1140",44263796,"Barcelona",29,41.37536,2.17156,"$"
"1141",44277564,"Barcelona",21,41.39699,2.16146,"$"
"1142",44336103,"Barcelona",46,41.37976,2.16908,"$"
"1143",44346923,"Barcelona",50,41.3786,2.16065,"$"
"1144",44347754,"Barcelona",40,41.38199,2.16035,"$"
"1145",44441054,"Barcelona",39,41.38233,2.17801,"$"
"1146",44468990,"Barcelona",37,41.37397,2.155825,"$"
"1147",44476327,"Barcelona",28,41.38,2.16616,"$"
"1148",44565450,"Barcelona",49,41.4038,2.17517,"$"
"1149",44691986,"Barcelona",49,41.39934,2.15797,"$"
"1150",44696355,"Barcelona",37,41.41212,2.17474,"$"
"1151",44736956,"Barcelona",18,41.37953,2.17873,"$"
"1152",44775702,"Barcelona",48,41.39971,2.15652,"$"
"1153",44923917,"Barcelona",48,41.39771,2.15656,"$"
"1154",44930763,"Barcelona",46,41.39954,2.15792,"$"
"1155",45049433,"Barcelona",25,41.42719,2.18683,"$"
"1156",45079287,"Barcelona",45,41.40713,2.16948,"$"
"1157",45083346,"Barcelona",50,41.38153,2.17671,"$"
"1158",45100047,"Barcelona",26,41.38189,2.1793,"$"
"1159",45132398,"Barcelona",22,41.4113,2.14481,"$"
"1160",45210075,"Barcelona",45,41.37941,2.18999,"$"
"1161",45246317,"Barcelona",44,41.38097,2.16008,"$"
"1162",45265305,"Barcelona",41,41.37685,2.17118,"$"
"1163",45279972,"Barcelona",35,41.41884,2.16061,"$"
"1164",45346985,"Barcelona",23,41.378,2.1881,"$"
"1165",45357949,"Barcelona",25,41.40213,2.16221,"$"
"1166",45415947,"Barcelona",50,41.38183,2.15967,"$"
"1167",45493791,"Barcelona",14,41.44378,2.18424,"$"
"1168",45543361,"Barcelona",46,41.38568,2.18531,"$"
"1169",45595903,"Barcelona",20,41.40666,2.19649,"$"
"1170",45662477,"Barcelona",29,41.38744,2.17434,"$"
"1171",45662590,"Barcelona",24,41.38693,2.17448,"$"
"1172",45693548,"Barcelona",30,41.38976,2.16291,"$"
"1173",45694067,"Barcelona",36,41.38473,2.16369,"$"
"1174",45694199,"Barcelona",45,41.38473,2.16369,"$"
"1175",45694226,"Barcelona",47,41.38473,2.16369,"$"
"1176",45764700,"Barcelona",40,41.37214,2.1646,"$"
"1177",45766140,"Barcelona",21,41.38034,2.18663,"$"
"1178",45835770,"Barcelona",47,41.38219,2.16779,"$"
"1179",45840022,"Barcelona",39,41.3913,2.16793,"$"
"1180",45889115,"Barcelona",26,41.39039,2.16089,"$"
"1181",45889186,"Barcelona",25,41.39039,2.16089,"$"
"1182",45889595,"Barcelona",26,41.39039,2.16089,"$"
"1183",45945743,"Barcelona",33,41.39039,2.16089,"$"
"1184",45948029,"Barcelona",27,41.39039,2.16089,"$"
"1185",45948069,"Barcelona",38,41.39039,2.16089,"$"
"1186",45997271,"Barcelona",49,41.3825,2.14995,"$"
"1187",46112449,"Barcelona",32,41.39039,2.16089,"$"
"1188",46112987,"Barcelona",27,41.39039,2.16089,"$"
"1189",46635725,"Barcelona",26,41.37763,2.15644,"$"
"1190",46770917,"Barcelona",30,41.37814,2.17104,"$"
"1191",46925448,"Barcelona",15,41.43355,2.17075,"$"
"1192",46936796,"Barcelona",41,41.38003,2.16451,"$"
"1193",47042923,"Barcelona",40,41.38151,2.15692,"$"
"1194",47109252,"Barcelona",37,41.38157,2.13741,"$"
"1195",47173534,"Barcelona",40,41.38407,2.15969,"$"
"1196",47355079,"Barcelona",35,41.38134,2.16813,"$"
"1197",47400659,"Barcelona",30,41.41949,2.17431,"$"
"1198",47407355,"Barcelona",29,41.38041,2.17041,"$"
"1199",47407549,"Barcelona",30,41.37986,2.17042,"$"
"1200",47424031,"Barcelona",47,41.38346,2.15797,"$"
"1201",47424112,"Barcelona",40,41.38398,2.15767,"$"
"1202",47424340,"Barcelona",40,41.38264,2.15935,"$"
"1203",47425831,"Barcelona",45,41.37929,2.16827,"$"
"1204",47570641,"Barcelona",41,41.38288,2.15785,"$"
"1205",47719819,"Barcelona",41,41.40433,2.17895,"$"
"1206",47754593,"Barcelona",16,41.4042160772723,2.20659024277388,"$"
"1207",47865183,"Barcelona",30,41.37639,2.16582,"$"
"1208",47878024,"Barcelona",25,41.39746,2.15606,"$"
"1209",47953416,"Barcelona",29,41.38128,2.16965,"$"
"1210",47953672,"Barcelona",40,41.37906,2.16864,"$"
"1211",47990586,"Barcelona",26,41.43387,2.17057,"$"
"1212",48067042,"Barcelona",20,41.37439,2.15587,"$"
"1213",48250183,"Barcelona",32,41.37649,2.15215,"$"
"1214",48325996,"Barcelona",43,41.38157,2.18585,"$"
"1215",48507757,"Barcelona",40,41.40308,2.18475,"$"
"1216",48596172,"Barcelona",37,41.40128,2.18407,"$"
"1217",48737020,"Barcelona",25,41.40316,2.17223,"$"
"1218",48744106,"Barcelona",42,41.39852,2.15662,"$"
"1219",48763898,"Barcelona",42,41.39521,2.17647,"$"
"1220",48816094,"Barcelona",28,41.38598,2.17124,"$"
"1221",48838696,"Barcelona",40,41.39324,2.17084,"$"
"1222",48838770,"Barcelona",40,41.38449,2.15759,"$"
"1223",49007560,"Barcelona",39,41.40211,2.16004,"$"
"1224",49070358,"Barcelona",45,41.37734,2.15253,"$"
"1225",49105478,"Barcelona",29,41.38304,2.16513,"$"
"1226",49129678,"Barcelona",39,41.3781712206409,2.15880011019666,"$"
"1227",49182849,"Barcelona",50,41.38213,2.15873,"$"
"1228",49203278,"Barcelona",35,41.40713,2.15192,"$"
"1229",49223958,"Barcelona",30,41.39419,2.17789,"$"
"1230",49309687,"Barcelona",40,41.39174,2.14775,"$"
"1231",49456345,"Barcelona",40,41.37785,2.17728,"$"
"1232",49469378,"Barcelona",46,41.38503,2.16208,"$"
"1233",49486023,"Barcelona",40,41.41106,2.1744,"$"
"1234",49625251,"Barcelona",45,41.38127,2.18952,"$"
"1235",49631136,"Barcelona",35,41.37611,2.12598,"$"
"1236",49656955,"Barcelona",45,41.37744,2.15437,"$"
"1237",49734330,"Barcelona",26,41.38386,2.14646,"$"
"1238",49734502,"Barcelona",40,41.37587,2.19112,"$"
"1239",49734507,"Barcelona",40,41.37836,2.19138,"$"
"1240",49734511,"Barcelona",40,41.38366,2.18268,"$"
"1241",49734545,"Barcelona",40,41.38646,2.17881,"$"
"1242",49783156,"Barcelona",45,41.38156,2.18779,"$"
"1243",49841849,"Barcelona",28,41.38633,2.17627,"$"
"1244",49895490,"Barcelona",40,41.38731,2.19564,"$"
"1245",49935616,"Barcelona",45,41.38217,2.18684,"$"
"1246",49943604,"Barcelona",35,41.38327,2.16964,"$"
"1247",49967072,"Barcelona",42,41.38404,2.176,"$"
"1248",50031039,"Barcelona",40,41.38298,2.17394,"$"
"1249",50099187,"Barcelona",30,41.38025,2.18076,"$"
"1250",50147227,"Barcelona",40,41.38323,2.15334,"$"
"1251",50148531,"Barcelona",25,41.40736,2.1628,"$"
"1252",50154776,"Barcelona",35,41.3809282444251,2.15776412290193,"$"
"1253",50234631,"Barcelona",24,41.40032,2.18281,"$"
"1254",50274908,"Barcelona",30,41.40395,2.18109,"$"
"1255",50297763,"Barcelona",25,41.37101,2.16375,"$"
"1256",50342126,"Barcelona",42,41.40093,2.17531,"$"
"1257",50390679,"Barcelona",33,41.36866,2.14259,"$"
"1258",50390910,"Barcelona",34,41.36826,2.14065,"$"
"1259",50392935,"Barcelona",50,41.38077,2.1874,"$"
"1260",50400454,"Barcelona",49,41.37076,2.14641,"$"
"1261",50406770,"Barcelona",22,41.38998,2.15292,"$"
"1262",50417025,"Barcelona",27,41.38038,2.17262,"$"
"1263",50433398,"Barcelona",37,41.3841,2.16382,"$"
"1264",50458997,"Barcelona",24,41.42153,2.20999,"$"
"1265",50462565,"Barcelona",35,41.40247,2.20207,"$"
"1266",50487234,"Barcelona",32,41.40639,2.17973,"$"
"1267",50495657,"Barcelona",26,41.38383,2.17302,"$"
"1268",50505091,"Barcelona",27,41.37993,2.17347,"$"
"1269",50534692,"Barcelona",25,41.41671,2.16595,"$"
"1270",50535330,"Barcelona",48,41.37271,2.13483,"$"
"1271",50535967,"Barcelona",42,41.40105,2.14957,"$"
"1272",50564730,"Barcelona",45,41.40107,2.20435,"$"
"1273",50658495,"Barcelona",38,41.41631,2.16644,"$"
"1274",50674765,"Barcelona",32,41.38301,2.1334,"$"
"1275",50679223,"Barcelona",46,41.37888,2.16755,"$"
"1276",50716076,"Barcelona",47,41.38002,2.16404,"$"
"1277",50745164,"Barcelona",38,41.37336,2.1616,"$"
"1278",50753575,"Barcelona",24,41.37477,2.16465,"$"
"1279",50753859,"Barcelona",24,41.37377,2.16452,"$"
"1280",50759090,"Barcelona",40,41.40821,2.17206,"$"
"1281",50768380,"Barcelona",33,41.38617,2.17146,"$"
"1282",50780784,"Barcelona",39,41.37763,2.19113,"$"
"1283",50786396,"Barcelona",30,41.37809,2.17185,"$"
"1284",50849531,"Barcelona",49,41.37954,2.15993,"$"
"1285",50876553,"Barcelona",22,41.41565,2.17701,"$"
"1286",50895033,"Barcelona",19,41.37635,2.1584,"$"
"1287",50947511,"Barcelona",34,41.37953,2.16648,"$"
"1288",50987505,"Barcelona",38,41.418003,2.188638,"$"
"1289",51006969,"Barcelona",35,41.381069,2.136271,"$"
"1290",51055481,"Barcelona",40,41.37305,2.15437,"$"
"1291",51073617,"Barcelona",29,41.39106,2.1617,"$"
"1292",51073832,"Barcelona",27,41.37781,2.16421,"$"
"1293",51086091,"Barcelona",41,41.40058,2.20607,"$"
"1294",51100968,"Barcelona",29,41.40169,2.2,"$"
"1295",51103026,"Barcelona",40,41.37055,2.13283,"$"
"1296",51109009,"Barcelona",30,41.4022225472544,2.15213575877074,"$"
"1297",51113906,"Barcelona",30,41.38198,2.16984,"$"
"1298",51136793,"Barcelona",30,41.3818,2.16375,"$"
"1299",51157983,"Barcelona",26,41.38251,2.1747,"$"
"1300",51158275,"Barcelona",19,41.38252,2.1748,"$"
"1301",51168044,"Barcelona",34,41.42695,2.17313,"$"
"1302",51200925,"Barcelona",35,41.39763,2.18115,"$"
"1303",51228584,"Barcelona",35,41.38201,2.1667,"$"
"1304",51272687,"Barcelona",46,41.41349,2.14425,"$"
"1305",51275637,"Barcelona",39,41.38596,2.16809,"$"
"1306",51275724,"Barcelona",40,41.37944,2.17619,"$"
"1307",51275827,"Barcelona",41,41.38807,2.16822,"$"
"1308",51295768,"Barcelona",23,41.40098,2.20137,"$"
"1309",51315557,"Barcelona",26,41.42887,2.17918,"$"
"1310",51320248,"Barcelona",38,41.37105,2.16134,"$"
"1311",51323700,"Barcelona",36,41.41084,2.1714,"$"
"1312",51356178,"Barcelona",29,41.40073,2.17507,"$"
"1313",51417501,"Barcelona",34,41.40511,2.1355,"$"
"1314",51422154,"Barcelona",44,41.37904,2.17577,"$"
"1315",51457235,"Barcelona",36,41.3855,2.16681,"$"
"1316",51457594,"Barcelona",17,41.43614,2.1553,"$"
"1317",51469363,"Barcelona",45,41.3788,2.17647,"$"
"1318",51503752,"Barcelona",40,41.3983,2.18044,"$"
"1319",51505835,"Barcelona",30,41.45157,2.192,"$"
"1320",51534931,"Barcelona",25,41.38401,2.174295,"$"
"1321",51538953,"Barcelona",48,41.37996,2.17587,"$"
"1322",51544591,"Barcelona",38,41.39288,2.14671,"$"
"1323",51547895,"Barcelona",35,41.40037,2.17378,"$"
"1324",51578796,"Barcelona",40,41.37198,2.16228,"$"
"1325",51578822,"Barcelona",35,41.37908,2.15224,"$"
"1326",51582285,"Barcelona",35,41.37933,2.15248,"$"
"1327",51582664,"Barcelona",35,41.37849,2.15384,"$"
"1328",51583092,"Barcelona",34,41.37916,2.15372,"$"
"1329",51583330,"Barcelona",35,41.37945,2.15555,"$"
"1330",51583903,"Barcelona",30,41.38084,2.16604,"$"
"1331",51584183,"Barcelona",38,41.38301,2.16643,"$"
"1332",51611224,"Barcelona",40,41.39297,2.15861,"$"
"1333",51617152,"Barcelona",40,41.38133,2.17592,"$"
"1334",51647871,"Barcelona",19,41.39066,2.15108,"$"
"1335",51650563,"Barcelona",24,41.3901422286263,2.15262264602235,"$"
"1336",51679715,"Barcelona",33,41.37305,2.1586,"$"
"1337",51699696,"Barcelona",27,41.37204,2.16247,"$"
"1338",51774395,"Barcelona",39,41.39289,2.15923,"$"
"1339",51817550,"Barcelona",30,41.3768,2.12542,"$"
"1340",51837181,"Barcelona",26,41.377029,2.14957,"$"
"1341",51878702,"Barcelona",43,41.37943,2.17759,"$"
"1342",51879787,"Barcelona",27,41.37694,2.19083,"$"
"1343",51886604,"Barcelona",45,41.38901,2.17749,"$"
"1344",51926429,"Barcelona",15,41.44408,2.18532,"$"
"1345",51934965,"Barcelona",26,41.377651,2.17497,"$"
"1346",51939670,"Barcelona",42,41.40193,2.19835,"$"
"1347",51993751,"Barcelona",40,41.377121,2.174033,"$"
"1348",52019750,"Barcelona",42,41.41131,2.17715,"$"
"1349",52019753,"Barcelona",42,41.40972,2.17634,"$"
"1350",52022631,"Barcelona",27,41.37426,2.14611,"$"
"1351",52027444,"Barcelona",29,41.37396,2.1475,"$"
"1352",52047123,"Barcelona",42,41.381886,2.170774,"$"
"1353",52047182,"Barcelona",43,41.38189,2.17077,"$"
"1354",52047239,"Barcelona",47,41.381886,2.170774,"$"
"1355",52047490,"Barcelona",47,41.381886,2.170774,"$"
"1356",52047510,"Barcelona",47,41.381886,2.170774,"$"
"1357",52047531,"Barcelona",42,41.381886,2.170774,"$"
"1358",52047578,"Barcelona",39,41.381886,2.170774,"$"
"1359",52047712,"Barcelona",23,41.3927263971509,2.15443577848092,"$"
"1360",52090714,"Barcelona",37,41.36362,2.13704,"$"
"1361",52104837,"Barcelona",49,41.38318,2.17747,"$"
"1362",52106785,"Barcelona",30,41.376602,2.128875,"$"
"1363",52118410,"Barcelona",35,41.37911,2.15263,"$"
"1364",52130379,"Barcelona",21,41.38662,2.17383,"$"
"1365",52158372,"Barcelona",32,41.3855,2.17225,"$"
"1366",52159339,"Barcelona",35,41.419937,2.159816,"$"
"1367",52163277,"Barcelona",45,41.37457,2.14575,"$"
"1368",52195607,"Barcelona",16,41.402416,2.169809,"$"
"1369",52196715,"Barcelona",40,41.39892,2.17173,"$"
"1370",52216636,"Barcelona",38,41.38145,2.16897,"$"
"1371",52217626,"Barcelona",40,41.43787,2.19021,"$"
"1372",52221436,"Barcelona",50,41.37715,2.1671,"$"
"1373",52232682,"Barcelona",45,41.39156,2.14637,"$"
"1374",52279129,"Barcelona",29,41.41263,2.16962,"$"
"1375",52304848,"Barcelona",49,41.42311,2.20935,"$"
"1376",52321649,"Barcelona",33,41.41722,2.17376,"$"
"1377",52398402,"Barcelona",36,41.38117,2.17576,"$"
"1378",52412275,"Barcelona",40,41.39082,2.1736,"$"
"1379",52418944,"Barcelona",31,41.45133,2.18857,"$"
"1380",52431713,"Barcelona",25,41.37965,2.17961,"$"
"1381",52432134,"Barcelona",40,41.38526,2.17289,"$"
"1382",52434386,"Barcelona",29,41.40846,2.17931,"$"
"1383",52456949,"Barcelona",17,41.37505,2.12646,"$"
"1384",52461615,"Barcelona",30,41.37263,2.17005,"$"
"1385",52486122,"Barcelona",30,41.38673,2.16013,"$"
"1386",52544770,"Barcelona",33,41.42928,2.16801,"$"
"1387",52546753,"Barcelona",31,41.38369,2.17556,"$"
"1388",52547070,"Barcelona",22,41.3817,2.1751,"$"
"1389",52555030,"Barcelona",36,41.41348,2.16952,"$"
"1390",52565727,"Barcelona",44,41.38194,2.17741,"$"
"1391",52575089,"Barcelona",37,41.41451,2.18897,"$"
"1392",52583088,"Barcelona",29,41.4189796036249,2.21450189158554,"$"
"1393",52625326,"Barcelona",30,41.37966,2.17442,"$"
"1394",52668205,"Barcelona",16,41.373219,2.168928,"$"
"1395",52670648,"Barcelona",35,41.40243,2.19993,"$"
"1396",52695989,"Barcelona",31,41.40477,2.17028,"$"
"1397",52715764,"Barcelona",25,41.4147770437326,2.21939311590818,"$"
"1398",52755162,"Barcelona",39,41.379007286216,2.16854130552003,"$"
"1399",52765184,"Barcelona",35,41.38067,2.16736,"$"
"1400",52813186,"Barcelona",48,41.38363,2.15676,"$"
"1401",52822078,"Barcelona",30,41.37316,2.16857,"$"
"1402",52868871,"Barcelona",50,41.38473,2.1544,"$"
"1403",52891293,"Barcelona",35,41.38396,2.17947,"$"
"1404",52928680,"Barcelona",26,41.38573,2.17222,"$"
"1405",52928757,"Barcelona",38,41.37958,2.15037,"$"
"1406",52928798,"Barcelona",23,41.38564,2.17339,"$"
"1407",52943467,"Barcelona",20,41.37723,2.18835,"$"
"1408",52974204,"Barcelona",30,41.40697,2.18328,"$"
"1409",52976915,"Barcelona",30,41.39178,2.14766,"$"
"1410",52978368,"Barcelona",29,41.37328,2.12611,"$"
"1411",52987680,"Barcelona",29,41.4084634256201,2.18290983669943,"$"
"1412",53059630,"Barcelona",28,41.3738836294831,2.15840120520343,"$"
"1413",53077663,"Barcelona",31,41.38346,2.15545,"$"
"1414",53088590,"Barcelona",27,41.40839,2.18325,"$"
"1415",53106912,"Barcelona",26,41.38002,2.18064,"$"
"1416",53112958,"Barcelona",48,41.40808,2.19361,"$"
"1417",53121531,"Barcelona",45,41.40525,2.13917,"$"
"1418",53124520,"Barcelona",41,41.37146,2.16161,"$"
"1419",53157551,"Barcelona",36,41.3804981062645,2.17896978564938,"$"
"1420",53182195,"Barcelona",31,41.3881791988573,2.15053684969695,"$"
"1421",53182838,"Barcelona",27,41.3881487040742,2.14953328792557,"$"
"1422",53212990,"Barcelona",40,41.3886103909798,2.17463447464577,"$"
"1423",53216251,"Barcelona",27,41.40097,2.1654,"$"
"1424",53216571,"Barcelona",21,41.39955,2.16367,"$"
"1425",53216972,"Barcelona",29,41.39877,2.16542,"$"
"1426",53217257,"Barcelona",23,41.39938,2.16387,"$"
"1427",53223072,"Barcelona",25,41.38694,2.16036,"$"
"1428",53223106,"Barcelona",26,41.387434446713,2.16217994292759,"$"
"1429",53225872,"Barcelona",34,41.38871,2.16006,"$"
"1430",53226051,"Barcelona",29,41.38803,2.16139,"$"
"1431",53226171,"Barcelona",35,41.38713,2.15968,"$"
"1432",53234302,"Barcelona",30,41.39675,2.16142,"$"
"1433",53234438,"Barcelona",32,41.39733,2.16356,"$"
"1434",53274017,"Barcelona",39,41.37198,2.16128,"$"
"1435",53275390,"Barcelona",20,41.3872,2.15958,"$"
"1436",53279840,"Barcelona",25,41.378820264718,2.17296660158314,"$"
"1437",53282766,"Barcelona",48,41.3795883640595,2.17528644738884,"$"
"1438",53319751,"Barcelona",28,41.38091,2.17825,"$"
"1439",53333513,"Barcelona",23,41.3756284318773,2.18967190661301,"$"
"1440",53352137,"Barcelona",35,41.37936,2.15801,"$"
"1441",53369092,"Barcelona",40,41.3738756122219,2.13139138566143,"$"
"1442",53388971,"Barcelona",42,41.39252,2.17275,"$"
"1443",53418531,"Barcelona",33,41.37339,2.16791,"$"
"1444",53445078,"Barcelona",31,41.37071,2.1698,"$"
"1445",53459104,"Barcelona",28,41.37965,2.18039,"$"
"1446",53489839,"Barcelona",45,41.3766920761428,2.16695145864866,"$"
"1447",53539134,"Barcelona",38,41.381033727058,2.1767787509932,"$"
"1448",53539657,"Barcelona",40,41.4196501128066,2.14984257707615,"$"
"1449",53570181,"Barcelona",21,41.3861992158586,2.17383155676041,"$"
"1450",53600037,"Barcelona",24,41.409908,2.179143,"$"
"1451",53600354,"Barcelona",38,41.409908,2.179143,"$"
"1452",53600651,"Barcelona",41,41.409908,2.179143,"$"
"1453",53600795,"Barcelona",41,41.409908,2.179143,"$"
"1454",53600907,"Barcelona",18,41.409908,2.179143,"$"
"1455",53601020,"Barcelona",20,41.409908,2.179143,"$"
"1456",53602242,"Barcelona",23,41.409908,2.179143,"$"
"1457",53602324,"Barcelona",18,41.409908,2.179143,"$"
"1458",53602517,"Barcelona",19,41.409908,2.179143,"$"
"1459",53602613,"Barcelona",26,41.409908,2.179143,"$"
"1460",53602699,"Barcelona",16,41.409908,2.179143,"$"
"1461",53602802,"Barcelona",17,41.409908,2.179143,"$"
"1462",53602896,"Barcelona",18,41.409908,2.179143,"$"
"1463",53602992,"Barcelona",21,41.409908,2.179143,"$"
"1464",53621625,"Barcelona",29,41.3756302088187,2.18818662450419,"$"
"1465",53673457,"Barcelona",33,41.3852571279312,2.17304891133429,"$"
"1466",21853,"Madrid",31,40.40381,-3.7413,"$"
"1467",26825,"Madrid",29,40.38975,-3.69018,"$"
"1468",102040,"Madrid",19,40.43422,-3.64196,"$"
"1469",120293,"Madrid",25,40.41143,-3.70912,"$"
"1470",132428,"Madrid",30,40.41012,-3.69709,"$"
"1471",136058,"Madrid",21,40.3576076871555,-3.69722992060322,"$"
"1472",153798,"Madrid",50,40.4779,-3.64596,"$"
"1473",225462,"Madrid",30,40.41366,-3.69788,"$"
"1474",294520,"Madrid",50,40.42226,-3.69959,"$"
"1475",294529,"Madrid",42,40.42226,-3.69959,"$"
"1476",363476,"Madrid",46,40.41676,-3.70682,"$"
"1477",406341,"Madrid",25,40.42978,-3.67817,"$"
"1478",449218,"Madrid",49,40.42849,-3.70183,"$"
"1479",456165,"Madrid",30,40.39032,-3.71382,"$"
"1480",479718,"Madrid",29,40.43202,-3.60353,"$"
"1481",514917,"Madrid",31,40.40445,-3.7398,"$"
"1482",531677,"Madrid",34,40.42286,-3.70236,"$"
"1483",544736,"Madrid",21,40.45841,-3.67598,"$"
"1484",552183,"Madrid",39,40.41309,-3.69775,"$"
"1485",590710,"Madrid",40,40.36725,-3.68875,"$"
"1486",595055,"Madrid",24,40.39523,-3.7132,"$"
"1487",599885,"Madrid",32,40.42397,-3.69721,"$"
"1488",604632,"Madrid",28,40.457,-3.70436,"$"
"1489",605339,"Madrid",26,40.40743,-3.74293,"$"
"1490",655514,"Madrid",30,40.42432,-3.6399,"$"
"1491",668753,"Madrid",46,40.43287,-3.7007,"$"
"1492",691344,"Madrid",26,40.39992,-3.69537,"$"
